10080,Dave,Smith,550055,RB,478,700,45633
10081,Billy,Perez,220022,WR,973,423,43534
10082,Jimmy,Jones,110011,WR,135,103,69677
10083,Billy,Nunez,550055,QB,62,293,44087
10084,Dave,Jameson,550055,QB,663,157,38379
10085,Bob,Jameson,550055,WR,860,166,12346
10086,Jimmy,Jones,550055,WR,717,120,50728
10087,Billy,Smith,550055,QB,867,245,31149
10088,Jimmy,Perez,220022,WR,538,145,54535
10089,Dave,Perez,110011,WR,844,11,45161
10090,Billy,Perez,220022,RB,123,728,40193
10091,Billy,Jameson,330033,WR,441,867,66204
10092,Billy,Nunez,110011,RB,975,493,62587
10093,Dave,Nunez,440044,WR,751,600,60835
10094,Mike,Perez,440044,QB,527,413,56351
10095,Dave,Smith,220022,RB,79,91,47131
10096,Billy,Jameson,550055,QB,742,250,48994
10097,Dave,Jameson,550055,RB,128,234,30421
10098,Dave,Smith,220022,RB,715,672,52184
10099,Dave,Smith,330033,RB,507,803,64723
10100,Jimmy,Jones,220022,QB,745,89,67568
10101,Jimmy,Smith,110011,RB,17,113,62942
10102,Billy,Perez,440044,QB,855,84,60321
10103,Bob,Smith,440044,WR,235,692,13861
10104,Dave,Nunez,220022,WR,534,109,42927
10105,Billy,Jones,220022,WR,54,978,25858
10106,Billy,Jameson,110011,QB,458,347,52193
10107,Mike,Jameson,550055,QB,258,633,38587
10108,Dave,Smith,330033,QB,633,774,54131
10109,Billy,Perez,330033,QB,691,494,16002
10110,Dave,Nunez,550055,WR,87,186,50735
10111,Bob,Perez,330033,QB,187,441,62582
10112,Jimmy,Perez,110011,WR,430,483,18051
10113,Jimmy,Smith,220022,QB,990,425,44068
10114,Jimmy,Jones,440044,WR,54,711,31026
10115,Billy,Smith,220022,RB,793,100,63083
10116,Bob,Nunez,330033,RB,922,150,23716
10117,Jimmy,Perez,550055,QB,814,792,56366
10118,Bob,Jameson,110011,RB,95,290,26413
10119,Bob,Smith,220022,RB,51,872,15839
10120,Mike,Perez,330033,RB,685,418,38568
10121,Bob,Smith,110011,WR,311,833,51131
10122,Jimmy,Jameson,110011,QB,641,94,29012
10123,Mike,Jameson,550055,QB,96,900,11412
10124,Bob,Jones,220022,RB,979,441,35469
10125,Dave,Jameson,550055,WR,408,690,13494
10126,Jimmy,Smith,550055,RB,985,381,32889
10127,Mike,Smith,110011,RB,21,127,18980
10128,Dave,Smith,330033,WR,887,819,15269
10129,Mike,Perez,550055,WR,545,287,33107
10130,Bob,Perez,550055,WR,226,162,35788
10131,Dave,Nunez,550055,WR,234,547,12772
10132,Dave,Jameson,110011,WR,856,71,43890
10133,Mike,Perez,440044,WR,137,933,61444
10134,Jimmy,Jameson,110011,WR,475,183,30950
10135,Billy,Jones,330033,QB,53,913,58337
10136,Jimmy,Perez,220022,QB,969,75,45102
10137,Dave,Perez,550055,QB,186,641,31968
10138,Mike,Smith,220022,QB,320,192,24400
10139,Mike,Perez,110011,QB,415,165,21065
10140,Jimmy,Smith,550055,RB,644,171,30569
10141,Billy,Jameson,550055,QB,186,166,65605
10142,Billy,Jameson,110011,QB,115,221,24977
10143,Mike,Smith,550055,WR,990,899,47749
10144,Bob,Smith,330033,WR,381,76,47204
10145,Bob,Nunez,110011,WR,825,167,36378
10146,Bob,Nunez,440044,WR,87,32,14464
10147,Mike,Perez,440044,WR,638,270,63385
10148,Billy,Smith,220022,QB,468,497,58522
10149,Mike,Nunez,220022,RB,125,829,37609
10150,Billy,Perez,550055,QB,759,108,53366
10151,Bob,Perez,440044,WR,974,707,20059
10152,Mike,Jameson,330033,WR,428,203,11416
10153,Jimmy,Jones,440044,QB,509,650,47692
10154,Mike,Jameson,330033,WR,569,424,14154
10155,Billy,Nunez,550055,QB,900,841,52435
10156,Billy,Jameson,440044,QB,224,464,12641
10157,Mike,Smith,550055,QB,797,945,46280
10158,Bob,Jones,550055,RB,992,874,18283
10159,Billy,Nunez,440044,WR,244,959,35226
10160,Jimmy,Smith,220022,RB,11,145,30306
10161,Bob,Jones,440044,WR,476,918,56583
10162,Jimmy,Smith,440044,QB,796,582,65794
10163,Dave,Perez,110011,QB,158,258,41994
10164,Jimmy,Jones,550055,WR,450,256,64784
10165,Bob,Perez,110011,QB,501,960,47525
10166,Mike,Jameson,220022,RB,433,330,67030
10167,Billy,Perez,550055,WR,642,46,31688
10168,Bob,Jones,110011,QB,269,616,20694
10169,Bob,Jameson,440044,WR,670,65,40668
10170,Mike,Perez,550055,QB,825,176,34807
10171,Mike,Perez,110011,WR,532,891,19590
10172,Billy,Nunez,330033,RB,929,242,37000
10173,Billy,Nunez,220022,WR,998,973,51052
10174,Mike,Nunez,220022,QB,98,770,32273
10175,Jimmy,Jones,330033,QB,429,563,42628
10176,Jimmy,Smith,220022,RB,871,330,15720
10177,Billy,Jones,550055,RB,683,857,48547
10178,Billy,Jones,440044,RB,41,125,56805
10179,Bob,Nunez,110011,WR,446,415,25516
10180,Mike,Jameson,110011,QB,916,150,51436
10181,Bob,Jameson,550055,RB,122,1000,36814
10182,Dave,Smith,550055,QB,271,520,53421
10183,Billy,Nunez,110011,RB,250,581,13768
10184,Mike,Perez,440044,QB,956,804,63452
10185,Jimmy,Nunez,220022,QB,32,64,30621
10186,Bob,Jameson,550055,RB,261,851,52553
10187,Mike,Smith,440044,QB,686,159,22319
10188,Billy,Smith,330033,RB,101,721,10405
10189,Dave,Jones,110011,WR,11,127,69062
10190,Bob,Nunez,110011,RB,541,130,16387
10191,Jimmy,Jones,440044,QB,333,203,34355
10192,Jimmy,Nunez,440044,RB,959,846,43058
10193,Billy,Perez,550055,WR,929,724,52098
10194,Billy,Smith,330033,WR,450,908,35613
10195,Dave,Nunez,220022,RB,578,41,33924
10196,Jimmy,Nunez,440044,WR,675,798,25166
10197,Billy,Jones,330033,QB,256,692,50896
10198,Dave,Perez,220022,QB,966,214,24041
10199,Bob,Jones,440044,QB,271,85,67947
10200,Billy,Perez,220022,RB,823,815,24556
10201,Billy,Perez,440044,QB,925,573,38569
10202,Billy,Jameson,330033,RB,116,111,12404
10203,Mike,Smith,110011,QB,762,895,68516
10204,Bob,Smith,110011,WR,125,82,26896
10205,Bob,Jameson,440044,WR,470,844,17213
10206,Jimmy,Jameson,220022,QB,531,233,44571
10207,Mike,Jameson,220022,WR,960,842,24670
10208,Dave,Perez,440044,RB,352,976,13160
10209,Billy,Smith,440044,QB,112,146,19545
10210,Billy,Smith,110011,RB,690,603,29449
10211,Mike,Perez,110011,QB,269,266,14321
10212,Dave,Smith,440044,RB,634,1000,48408
10213,Billy,Perez,220022,QB,78,118,18938
10214,Billy,Jones,110011,WR,330,747,20063
10215,Mike,Jones,330033,QB,552,545,11576
10216,Jimmy,Perez,550055,RB,679,564,34229
10217,Bob,Perez,220022,RB,751,294,50356
10218,Billy,Jameson,550055,QB,444,479,37588
10219,Billy,Smith,330033,RB,864,960,12445
10220,Dave,Jones,440044,WR,199,417,40096
10221,Billy,Smith,440044,WR,341,891,46422
10222,Billy,Nunez,550055,QB,176,894,52538
10223,Billy,Nunez,220022,QB,501,723,12729
10224,Jimmy,Perez,110011,RB,124,386,29846
10225,Mike,Nunez,330033,RB,508,106,27777
10226,Bob,Jones,330033,RB,765,892,37909
10227,Billy,Perez,440044,RB,880,921,25879
10228,Dave,Nunez,550055,WR,836,145,18646
10229,Billy,Jones,110011,WR,891,837,34912
10230,Billy,Jones,220022,WR,551,159,59712
10231,Billy,Jones,440044,RB,47,563,65682
10232,Mike,Perez,220022,RB,916,39,13036
10233,Mike,Perez,550055,RB,679,491,49806
10234,Jimmy,Nunez,110011,RB,828,783,29168
10235,Bob,Perez,550055,WR,999,237,38852
10236,Billy,Smith,110011,QB,505,469,42016
10237,Mike,Jameson,550055,RB,318,756,69975
10238,Mike,Jones,440044,QB,91,668,47769
10239,Dave,Jones,440044,QB,722,242,35970
10240,Bob,Jameson,110011,RB,528,110,40640
10241,Dave,Jones,110011,WR,74,911,64957
10242,Bob,Jameson,440044,QB,1,642,11458
10243,Mike,Nunez,220022,QB,696,344,55629
10244,Billy,Smith,550055,QB,617,152,59206
10245,Mike,Jameson,550055,QB,566,401,25760
10246,Mike,Smith,330033,WR,34,572,63377
10247,Mike,Jones,330033,WR,729,573,26273
10248,Dave,Jameson,440044,QB,635,922,60860
10249,Mike,Smith,440044,QB,441,18,31472
10250,Jimmy,Nunez,330033,QB,514,949,15909
10251,Dave,Smith,330033,RB,319,720,42935
10252,Billy,Jameson,440044,QB,241,644,58332
10253,Billy,Jones,550055,QB,187,165,44006
10254,Mike,Jones,330033,QB,323,276,42244
10255,Dave,Jones,550055,RB,264,391,11868
10256,Dave,Nunez,220022,RB,922,683,66489
10257,Dave,Jameson,330033,RB,609,173,21840
10258,Jimmy,Jones,440044,QB,223,194,25156
10259,Billy,Jameson,330033,RB,3,642,35113
10260,Billy,Jameson,220022,QB,398,441,51524
10261,Dave,Jones,110011,QB,711,757,36671
10262,Bob,Perez,550055,QB,289,543,26462
10263,Mike,Jones,220022,RB,151,380,69037
10264,Billy,Perez,110011,WR,255,121,39853
10265,Jimmy,Perez,110011,QB,724,119,23011
10266,Jimmy,Smith,110011,RB,506,643,24373
10267,Jimmy,Smith,110011,WR,901,806,36181
10268,Jimmy,Nunez,440044,QB,40,826,50153
10269,Dave,Jameson,330033,QB,669,237,10077
10270,Bob,Jones,220022,RB,96,760,37910
10271,Jimmy,Smith,440044,WR,345,259,58046
10272,Mike,Nunez,110011,RB,953,942,30460
10273,Jimmy,Smith,550055,QB,257,283,37696
10274,Mike,Perez,550055,QB,624,232,17617
10275,Billy,Jones,550055,QB,439,878,27906
10276,Mike,Nunez,330033,QB,608,448,18911
10277,Billy,Jameson,110011,WR,55,26,23470
10278,Jimmy,Nunez,220022,QB,398,883,49977
10279,Jimmy,Jameson,110011,QB,171,512,37366
10280,Billy,Jameson,550055,RB,147,711,61389
10281,Dave,Jameson,550055,RB,663,464,27152
10282,Dave,Nunez,110011,QB,84,259,39249
10283,Dave,Smith,550055,WR,554,270,48059
10284,Dave,Nunez,330033,RB,270,460,52269
10285,Dave,Nunez,110011,QB,227,765,49869
10286,Billy,Perez,440044,QB,867,847,34881
10287,Dave,Perez,110011,WR,377,108,60740
10288,Mike,Nunez,440044,QB,500,983,55428
10289,Jimmy,Nunez,110011,QB,860,898,30830
10290,Mike,Nunez,110011,RB,825,764,25211
10291,Dave,Perez,550055,RB,141,714,17976
10292,Bob,Nunez,330033,QB,229,169,11793
10293,Billy,Perez,220022,QB,562,152,22110
10294,Dave,Jones,220022,WR,546,458,18843
10295,Bob,Nunez,330033,QB,336,883,63767
10296,Mike,Smith,550055,QB,754,785,46978
10297,Billy,Smith,550055,WR,925,950,33285
10298,Dave,Smith,110011,RB,279,755,23913
10299,Jimmy,Jones,330033,QB,167,434,33569
10300,Jimmy,Jameson,440044,RB,705,431,37889
10301,Bob,Perez,110011,RB,354,116,61975
10302,Mike,Jameson,330033,WR,203,52,32375
10303,Jimmy,Jameson,550055,WR,998,514,21631
10304,Billy,Nunez,220022,QB,865,782,60737
10305,Bob,Smith,440044,QB,655,927,63735
10306,Bob,Nunez,330033,QB,624,688,41496
10307,Mike,Jones,110011,RB,167,981,48926
10308,Dave,Smith,110011,QB,476,239,64435
10309,Billy,Perez,440044,WR,763,947,65277
10310,Mike,Jones,330033,WR,114,454,37959
10311,Jimmy,Perez,110011,QB,427,285,34614
10312,Jimmy,Jones,220022,RB,726,717,13181
10313,Billy,Jameson,330033,RB,899,754,68658
10314,Mike,Smith,440044,QB,777,837,31237
10315,Mike,Jones,220022,QB,91,29,56653
10316,Jimmy,Perez,550055,WR,86,225,19857
10317,Bob,Jones,110011,RB,825,277,50821
10318,Mike,Smith,110011,RB,974,991,52381
10319,Bob,Smith,110011,QB,5,66,13036
10320,Dave,Smith,220022,WR,714,971,67860
10321,Mike,Nunez,110011,QB,821,522,12828
10322,Dave,Jameson,110011,WR,944,471,11879
10323,Mike,Nunez,110011,QB,710,705,24077
10324,Billy,Nunez,220022,WR,103,50,13150
10325,Billy,Jameson,550055,WR,809,997,56105
10326,Billy,Jones,330033,QB,846,621,35978
10327,Billy,Jameson,330033,RB,662,186,28270
10328,Billy,Jameson,110011,QB,559,329,30509
10329,Mike,Perez,440044,QB,477,136,19172
10330,Jimmy,Jones,330033,RB,777,989,14613
10331,Bob,Nunez,110011,WR,55,247,59470
10332,Mike,Nunez,220022,WR,46,876,58355
10333,Dave,Perez,330033,QB,436,516,57674
10334,Billy,Smith,440044,QB,360,421,36068
10335,Mike,Jones,550055,RB,701,146,11454
10336,Billy,Perez,550055,QB,286,282,45029
10337,Bob,Perez,110011,RB,378,574,12823
10338,Dave,Nunez,110011,WR,461,407,53523
10339,Bob,Jones,440044,RB,593,64,37424
10340,Jimmy,Smith,550055,QB,839,404,46007
10341,Dave,Jones,110011,WR,757,957,48998
10342,Jimmy,Perez,440044,RB,571,986,66836
10343,Mike,Perez,110011,WR,67,345,16564
10344,Bob,Jones,330033,RB,227,479,66294
10345,Jimmy,Jones,110011,QB,933,499,29805
10346,Dave,Jones,550055,QB,275,856,29224
10347,Mike,Nunez,330033,QB,117,486,27521
10348,Mike,Jones,110011,RB,932,191,25092
10349,Jimmy,Smith,110011,RB,697,178,63778
10350,Dave,Smith,550055,QB,175,505,62923
10351,Jimmy,Jameson,330033,QB,155,260,59471
10352,Dave,Perez,110011,QB,340,140,40862
10353,Mike,Smith,110011,WR,923,211,25685
10354,Jimmy,Jones,330033,QB,437,990,30477
10355,Billy,Jones,440044,WR,552,790,65442
10356,Mike,Perez,330033,WR,450,194,33994
10357,Billy,Nunez,220022,RB,561,726,67565
10358,Billy,Perez,330033,QB,6,541,19004
10359,Mike,Jones,330033,WR,492,753,59627
10360,Mike,Jameson,550055,QB,334,548,41557
10361,Mike,Perez,440044,WR,407,203,14628
10362,Dave,Smith,220022,QB,305,465,13546
10363,Bob,Smith,330033,QB,154,282,40642
10364,Mike,Jameson,110011,RB,989,777,53976
10365,Billy,Jones,330033,WR,10,108,15584
10366,Mike,Nunez,550055,RB,10,798,22616
10367,Jimmy,Jones,550055,WR,870,450,66029
10368,Billy,Perez,220022,RB,364,929,36967
10369,Dave,Smith,110011,WR,725,801,64217
10370,Mike,Jameson,440044,WR,228,873,14049
10371,Billy,Smith,110011,RB,805,514,69757
10372,Billy,Jameson,550055,WR,936,630,13694
10373,Billy,Jones,330033,QB,304,993,29659
10374,Mike,Nunez,220022,QB,113,399,22481
10375,Bob,Nunez,220022,WR,803,375,64088
10376,Jimmy,Smith,440044,WR,255,345,11856
10377,Bob,Jameson,440044,WR,479,636,46439
10378,Billy,Jones,330033,QB,611,805,21087
10379,Bob,Jones,110011,QB,381,937,59851
10380,Dave,Jones,330033,QB,433,331,28270
10381,Billy,Jameson,550055,QB,820,208,62108
10382,Mike,Smith,550055,WR,688,452,29623
10383,Bob,Smith,220022,WR,357,258,55053
10384,Billy,Jameson,550055,QB,542,406,29527
10385,Bob,Perez,330033,WR,663,959,20237
10386,Mike,Jameson,330033,QB,2,930,38406
10387,Bob,Jameson,220022,RB,399,547,60675
10388,Dave,Nunez,440044,WR,351,492,51430
10389,Bob,Smith,440044,RB,142,671,49533
10390,Mike,Perez,110011,WR,530,930,23517
10391,Mike,Jones,550055,WR,727,223,34630
10392,Jimmy,Jameson,110011,QB,790,917,22118
10393,Bob,Jones,330033,WR,340,26,36000
10394,Dave,Nunez,110011,QB,263,246,32353
10395,Dave,Smith,550055,WR,411,338,20054
10396,Dave,Nunez,440044,QB,901,735,54232
10397,Billy,Nunez,220022,QB,232,611,14370
10398,Billy,Jameson,220022,QB,542,150,50554
10399,Bob,Smith,550055,WR,127,768,52434
10400,Dave,Smith,440044,WR,962,785,69884
10401,Mike,Jones,220022,QB,507,59,27388
10402,Mike,Perez,110011,WR,131,914,21413
10403,Dave,Smith,110011,RB,855,611,31566
10404,Mike,Jameson,440044,RB,754,926,58895
10405,Billy,Nunez,440044,WR,472,704,67096
10406,Jimmy,Smith,220022,RB,562,364,57071
10407,Mike,Nunez,220022,WR,853,238,68911
10408,Bob,Jameson,440044,WR,818,775,25452
10409,Dave,Nunez,330033,QB,68,527,50897
10410,Dave,Smith,550055,WR,718,309,37057
10411,Mike,Jameson,550055,RB,344,464,18620
10412,Jimmy,Smith,440044,WR,779,424,31241
10413,Mike,Jameson,220022,WR,602,999,36979
10414,Bob,Perez,330033,WR,1000,258,34233
10415,Bob,Perez,440044,QB,588,211,61378
10416,Bob,Jones,550055,QB,593,974,54087
10417,Mike,Smith,110011,RB,54,746,68532
10418,Billy,Jameson,330033,WR,786,214,60709
10419,Mike,Jones,220022,QB,582,1,34117
10420,Mike,Jameson,110011,QB,790,267,10274
10421,Mike,Perez,550055,WR,824,751,34284
10422,Bob,Perez,330033,WR,245,367,47007
10423,Billy,Nunez,220022,WR,305,489,65826
10424,Jimmy,Perez,220022,WR,459,21,15955
10425,Jimmy,Jameson,220022,WR,496,40,43992
10426,Bob,Perez,330033,RB,817,285,56557
10427,Mike,Smith,110011,WR,399,89,29798
10428,Bob,Perez,110011,WR,905,545,28407
10429,Jimmy,Jameson,550055,QB,609,536,21791
10430,Billy,Jameson,550055,QB,995,701,34515
10431,Dave,Nunez,550055,QB,351,629,36103
10432,Jimmy,Jameson,110011,QB,504,477,11442
10433,Billy,Nunez,220022,WR,608,957,57765
10434,Bob,Smith,220022,RB,222,209,55008
10435,Jimmy,Nunez,110011,WR,593,700,64436
10436,Dave,Perez,330033,QB,399,402,50846
10437,Mike,Smith,440044,QB,978,259,28545
10438,Mike,Jones,330033,RB,973,94,64022
10439,Jimmy,Nunez,330033,RB,558,186,17153
10440,Dave,Nunez,330033,RB,235,895,45495
10441,Dave,Jones,220022,RB,177,299,41494
10442,Jimmy,Jameson,330033,WR,226,198,16527
10443,Bob,Jameson,550055,RB,573,171,15010
10444,Billy,Perez,110011,WR,162,396,57664
10445,Dave,Nunez,220022,WR,288,943,13707
10446,Billy,Jones,440044,WR,688,64,55823
10447,Bob,Perez,110011,RB,454,119,63913
10448,Jimmy,Nunez,110011,RB,843,454,22040
10449,Mike,Perez,110011,QB,311,942,67048
10450,Mike,Smith,330033,WR,246,718,60645
10451,Mike,Perez,330033,RB,990,921,30012
10452,Jimmy,Nunez,330033,WR,152,170,47063
10453,Dave,Jameson,110011,QB,798,403,23420
10454,Dave,Jones,550055,QB,192,209,51304
10455,Bob,Nunez,550055,WR,936,21,12541
10456,Jimmy,Jameson,330033,RB,734,228,34477
10457,Mike,Smith,440044,RB,953,710,40641
10458,Bob,Nunez,440044,WR,820,618,39876
10459,Jimmy,Perez,110011,RB,842,440,38996
10460,Dave,Jameson,550055,RB,437,657,53348
10461,Billy,Nunez,330033,RB,542,189,38556
10462,Jimmy,Smith,440044,WR,7,411,11430
10463,Mike,Jones,550055,WR,983,133,65608
10464,Dave,Perez,550055,WR,67,441,33263
10465,Dave,Perez,550055,RB,813,790,67437
10466,Mike,Smith,440044,RB,388,48,33348
10467,Billy,Smith,110011,QB,750,609,67552
10468,Bob,Smith,110011,QB,722,288,48127
10469,Bob,Jones,220022,RB,292,412,66248
10470,Mike,Jameson,440044,WR,659,383,67936
10471,Billy,Smith,550055,WR,247,306,47865
10472,Dave,Nunez,220022,WR,289,300,66607
10473,Billy,Jameson,220022,RB,612,436,66986
10474,Billy,Perez,330033,RB,503,824,49875
10475,Mike,Jameson,330033,QB,391,667,61815
10476,Mike,Perez,220022,WR,467,900,28258
10477,Bob,Jameson,110011,WR,627,322,23103
10478,Billy,Perez,220022,WR,502,330,64477
10479,Mike,Jameson,440044,RB,617,348,64279
10480,Billy,Jameson,550055,WR,931,231,25287
10481,Billy,Nunez,440044,RB,802,960,54924
10482,Bob,Nunez,550055,WR,254,145,65252
10483,Bob,Perez,220022,RB,281,366,41657
10484,Dave,Smith,220022,RB,974,327,69046
10485,Dave,Nunez,550055,WR,398,771,52969
10486,Bob,Jameson,110011,RB,768,757,60018
10487,Jimmy,Nunez,440044,RB,97,447,26930
10488,Jimmy,Jones,550055,WR,143,621,57618
10489,Bob,Jameson,220022,WR,153,250,61292
10490,Dave,Perez,110011,WR,980,808,33547
10491,Dave,Nunez,440044,QB,386,137,36713
10492,Dave,Perez,550055,QB,60,885,16211
10493,Billy,Nunez,330033,QB,108,919,17163
10494,Jimmy,Jameson,110011,QB,19,699,61712
10495,Billy,Jameson,110011,WR,576,600,32441
10496,Bob,Jones,440044,QB,723,412,15557
10497,Jimmy,Perez,110011,QB,871,317,50891
10498,Bob,Perez,110011,QB,577,333,67138
10499,Mike,Nunez,550055,RB,275,327,54367
10500,Mike,Perez,220022,QB,193,207,65165
10501,Dave,Smith,440044,RB,985,807,30044
10502,Mike,Smith,550055,RB,446,890,29540
10503,Dave,Smith,440044,WR,353,223,46557
10504,Jimmy,Nunez,220022,QB,635,108,28001
10505,Bob,Jameson,220022,WR,139,624,46044
10506,Bob,Jones,440044,WR,955,635,35272
10507,Mike,Jameson,330033,WR,774,800,43847
10508,Billy,Perez,440044,WR,201,149,11061
10509,Billy,Smith,440044,QB,785,676,27820
10510,Billy,Jameson,440044,WR,688,677,69984
10511,Mike,Jameson,440044,RB,477,391,67540
10512,Mike,Nunez,110011,QB,260,74,52255
10513,Jimmy,Jones,440044,RB,239,167,67173
10514,Billy,Nunez,330033,WR,456,162,65915
10515,Billy,Jones,110011,RB,341,479,15569
10516,Billy,Jameson,110011,QB,939,739,68198
10517,Dave,Smith,550055,WR,583,144,33482
10518,Jimmy,Jameson,440044,WR,110,667,30979
10519,Jimmy,Jones,110011,RB,271,381,34998
10520,Mike,Smith,550055,QB,879,181,49712
10521,Dave,Nunez,330033,RB,657,589,61564
10522,Mike,Nunez,330033,QB,287,641,30636
10523,Dave,Jameson,110011,WR,623,625,69868
10524,Dave,Nunez,330033,QB,526,367,52226
10525,Dave,Perez,440044,RB,101,616,35758
10526,Bob,Smith,220022,WR,727,418,65449
10527,Bob,Perez,330033,QB,605,453,25806
10528,Bob,Smith,220022,RB,133,163,46749
10529,Jimmy,Jameson,440044,WR,818,798,65727
10530,Bob,Smith,110011,WR,286,840,67332
10531,Dave,Perez,330033,WR,920,916,44255
10532,Dave,Smith,330033,RB,24,698,33732
10533,Dave,Perez,550055,RB,332,547,34972
10534,Jimmy,Jones,110011,WR,195,685,25632
10535,Dave,Jameson,550055,RB,781,55,33739
10536,Dave,Smith,220022,QB,452,264,16858
10537,Jimmy,Smith,440044,QB,366,840,21732
10538,Mike,Nunez,220022,WR,572,990,10508
10539,Mike,Smith,330033,RB,497,638,63358
10540,Bob,Jameson,550055,RB,686,9,66679
10541,Billy,Jameson,550055,QB,507,433,43703
10542,Jimmy,Perez,330033,RB,567,999,65529
10543,Mike,Smith,220022,WR,95,886,24483
10544,Billy,Nunez,220022,WR,710,9,15025
10545,Mike,Perez,440044,WR,124,32,62913
10546,Jimmy,Perez,550055,RB,883,779,53928
10547,Billy,Nunez,440044,RB,994,537,50647
10548,Mike,Perez,110011,QB,130,928,30222
10549,Dave,Smith,440044,RB,656,640,25132
10550,Mike,Nunez,330033,QB,742,614,43683
10551,Jimmy,Nunez,220022,WR,438,495,12642
10552,Bob,Perez,110011,RB,584,205,50379
10553,Mike,Smith,550055,RB,152,592,59329
10554,Dave,Perez,440044,WR,679,67,65359
10555,Mike,Jameson,220022,RB,362,155,56139
10556,Bob,Perez,330033,QB,84,775,37439
10557,Dave,Jameson,220022,WR,319,462,66972
10558,Mike,Jameson,330033,WR,785,85,13594
10559,Bob,Perez,440044,WR,516,359,42399
10560,Jimmy,Jones,110011,RB,388,501,38111
10561,Jimmy,Nunez,550055,RB,544,267,48383
10562,Mike,Perez,110011,RB,294,723,28209
10563,Dave,Jones,110011,RB,72,689,29175
10564,Billy,Nunez,550055,WR,545,988,19462
